12004.9	4	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	4	4	0	0	1
24009.8	6	0	4	0	0	1	2	3	0	3	1	0	0	0	0	1	3	5	0	1	0
36014.7	8	0	3	0	0	1	1	3	0	2	3	0	0	0	1	1	2	1	0	1	0
48019.6	7	0	1	0	0	0	0	0	0	2	3	0	0	1	1	0	2	1	0	1	2
60024.5	6	0	3	0	0	0	3	0	0	2	2	0	1	1	0	0	0	1	0	1	2
72029.4	4	0	2	0	0	0	4	0	0	2	1	0	2	0	1	0	0	0	1	0	0
84034.29999999999	1	0	4	0	0	3	4	0	0	3	0	0	2	1	2	0	0	0	1	0	0
96039.19999999998	2	0	6	0	0	3	3	2	0	3	1	0	4	1	2	0	0	0	0	1	1
108044.09999999998	2	0	2	3	0	1	0	2	0	3	1	0	3	1	3	0	1	1	0	1	2
120048.99999999997	1	2	1	4	0	1	0	0	0	2	0	0	0	2	5	0	1	1	2	1	2
132053.89999999997	2	2	3	2	0	0	1	0	0	4	1	0	0	2	3	0	0	1	2	2	1
144058.79999999996	8	0	2	1	0	0	1	0	0	5	1	0	0	1	0	0	0	4	0	1	1
156063.69999999995	6	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	5	4	0	1
168068.59999999995	1	0	1	1	0	0	1	0	0	1	3	0	0	1	1	0	2	5	5	0	0
180073.49999999994	2	0	3	1	0	0	1	0	0	3	2	0	0	0	1	0	2	3	11	0	0
192078.39999999994	5	0	2	0	0	0	1	0	0	4	0	0	0	0	2	0	1	1	14	2	0
204083.29999999993	4	0	2	1	0	0	2	0	0	2	0	0	0	0	2	0	1	3	8	2	0
216088.19999999992	1	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	2	9	0	0
228093.09999999992	3	0	3	1	0	0	2	0	0	4	2	0	0	2	0	0	2	0	5	0	1
240097.9999999999	5	0	4	1	0	0	3	0	0	4	1	0	0	3	0	0	2	2	1	0	2
252102.8999999999	4	0	1	1	0	0	1	0	0	0	2	0	0	1	1	0	1	2	3	0	2
264107.79999999993	5	0	1	1	0	0	0	0	0	1	2	0	0	0	1	1	1	0	5	1	3
276112.69999999995	6	1	1	0	0	0	2	3	0	1	3	0	0	1	0	1	0	1	3	2	2
288117.6	6	1	3	0	0	0	5	3	0	1	4	0	0	2	1	0	2	2	1	1	0
300122.5	7	0	5	0	0	0	3	0	0	1	3	0	0	3	1	0	4	1	1	3	0
312127.4	7	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	7	0	0	3	1
324132.30000000005	6	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	12	0	0	0	1
336137.20000000007	5	0	0	1	0	0	2	0	0	2	0	0	0	1	0	0	8	0	2	2	1
348142.1000000001	5	0	0	1	0	0	2	0	0	2	2	0	0	2	1	0	1	0	2	3	2
360147.0000000001	5	0	2	0	0	0	2	1	0	1	2	0	0	5	1	0	0	2	0	2	1
372151.90000000014	7	0	2	0	0	0	1	1	0	0	2	0	0	4	0	0	0	3	1	1	2
384156.80000000016	5	0	1	0	0	0	1	0	0	1	2	0	0	0	1	0	1	1	1	0	2
396161.7000000002	6	1	3	0	0	0	1	1	0	1	0	0	1	3	1	1	2	0	0	0	0
408166.6000000002	5	2	3	0	0	0	3	1	0	2	1	0	1	3	0	1	4	3	2	0	0
420171.50000000023	2	2	2	0	0	0	3	0	0	2	1	0	2	1	1	0	3	5	2	1	0
432176.40000000026	6	1	2	0	0	1	2	0	0	0	1	0	2	4	1	1	1	2	0	1	0
444181.3000000003	10	0	2	0	0	2	1	0	0	2	1	0	0	5	0	1	2	1	1	0	1
456186.2000000003	10	0	2	0	0	1	0	0	0	6	0	0	1	2	0	0	1	2	1	0	1
468191.1000000003	6	0	1	1	0	0	0	0	0	6	0	0	1	1	5	0	0	2	0	1	0
480196.00000000035	5	0	1	1	0	0	0	0	0	5	0	0	0	1	5	0	0	2	1	1	1
492200.9000000004	3	0	2	1	1	0	2	1	0	3	1	0	0	0	1	0	0	1	1	0	1
504205.8000000004	2	0	3	1	2	0	2	1	0	2	1	0	0	3	1	0	0	0	0	0	0
516210.7000000004	2	0	2	0	1	0	0	0	0	4	1	0	0	3	0	0	0	0	0	0	0
528215.6000000004	1	0	0	0	0	0	1	0	0	2	1	0	0	4	0	0	1	0	0	0	0
540220.5000000005	1	1	1	0	0	0	1	2	0	1	0	0	0	6	0	0	1	0	0	0	1
552225.4000000005	1	1	2	0	0	0	0	3	0	3	0	0	1	2	1	1	0	0	2	0	1
564230.3000000005	1	0	4	0	0	1	1	1	0	3	0	0	2	2	1	1	0	1	3	0	2
576235.2000000005	1	0	4	0	0	2	3	0	0	2	0	0	1	2	0	0	2	3	2	0	3
588240.1000000006	6	0	1	1	0	1	3	0	0	2	0	0	0	0	2	0	2	2	1	1	4
600245.0000000006	7	0	2	1	0	2	1	0	0	5	0	0	0	0	2	0	0	1	0	1	3
612249.9000000006	3	0	3	0	0	3	0	0	0	6	0	0	0	0	0	0	0	2	0	0	6
624254.8000000006	3	0	2	0	0	1	3	1	0	4	0	0	0	2	0	0	0	3	0	0	6
636259.7000000007	3	0	1	0	0	0	4	1	0	2	0	0	0	3	0	0	2	3	0	0	0
648264.6000000007	6	0	5	0	0	0	2	0	0	1	0	0	0	2	0	0	3	1	0	0	0
660269.5000000007	6	0	6	0	0	1	1	0	0	3	2	0	1	1	2	0	1	4	0	0	0
672274.4000000007	1	0	2	0	1	1	1	0	0	2	2	0	1	2	2	0	0	4	0	0	0
684279.3000000007	3	0	3	1	1	0	1	0	0	1	0	0	0	2	0	0	2	0	0	0	1
696284.2000000008	4	1	2	1	0	0	0	0	0	3	0	0	0	2	1	0	3	0	0	1	1
708289.1000000008	2	7	1	0	0	0	0	0	0	4	0	4	0	3	1	0	1	0	3	1	0
720294.0000000008	3	7	2	0	0	0	0	1	0	2	0	4	1	5	0	0	2	0	3	1	0
732298.9000000008	2	2	1	0	0	0	0	1	0	0	1	0	1	22	0	0	2	0	0	1	0
744303.8000000009	4	1	1	0	0	0	1	1	0	0	1	0	0	22	0	0	2	2	0	1	0
756308.7000000009	10	0	3	1	0	0	1	1	0	3	0	0	2	5	0	2	2	2	0	1	0
768313.6000000009	11	1	2	1	0	1	0	0	0	5	0	0	2	1	3	2	0	1	0	0	0
780318.5000000009	8	1	0	0	1	1	1	0	0	5	0	0	0	0	3	0	1	1	0	0	3
792323.400000001	3	0	2	0	1	0	1	0	0	5	0	0	0	1	0	0	2	3	0	0	4
804328.300000001	2	0	2	0	0	0	1	0	0	3	0	0	0	1	0	0	1	9	2	0	1
816333.200000001	2	0	1	0	0	1	1	0	0	4	3	0	0	1	0	0	0	6	2	0	2
828338.100000001	3	1	1	0	0	1	1	2	0	4	4	0	0	3	3	0	0	0	1	0	4
840343.000000001	6	1	0	0	0	0	1	2	0	3	1	0	0	2	3	0	0	0	1	0	6
852347.9000000011	4	0	1	2	0	0	2	0	0	3	0	0	0	0	1	0	0	1	0	3	4
864352.8000000011	7	0	2	2	0	0	3	0	0	2	1	0	0	0	1	0	1	1	0	3	0
876357.7000000011	9	0	2	0	0	0	2	0	0	1	2	0	1	2	0	0	2	0	0	1	1
888362.6000000011	5	0	2	1	0	0	2	0	0	1	2	0	1	2	0	0	1	0	1	3	2
900367.5000000012	6	0	1	1	0	0	2	0	0	2	1	0	0	2	0	1	0	0	1	2	1
912372.4000000012	7	0	0	0	0	0	2	0	0	1	2	0	0	2	0	1	0	5	2	0	0
924377.3000000012	4	1	0	0	0	0	2	0	0	0	2	1	0	1	0	0	0	5	2	0	0
936382.2000000012	2	1	3	0	0	2	2	0	1	1	1	1	0	1	0	0	1	0	0	2	0
948387.1000000013	9	0	3	0	0	2	1	1	1	5	2	0	0	1	0	0	1	0	0	2	1
960392.0000000013	16	0	0	0	0	0	1	1	0	4	1	0	0	1	0	0	2	0	0	0	3
972396.9000000013	8	0	1	0	0	2	1	0	0	2	0	0	0	2	0	0	5	2	0	0	3
984401.8000000013	3	0	4	0	2	2	1	0	0	3	0	0	0	2	0	0	3	5	1	2	1
996406.7000000014	7	0	3	0	4	1	1	0	0	1	0	0	0	2	0	0	0	4	1	2	1
1008411.6000000014	7	0	0	0	3	1	0	0	0	0	1	0	0	5	0	0	0	2	0	0	3
1020416.5000000014	4	0	0	0	1	1	0	0	0	2	1	0	0	6	0	0	0	3	3	0	2
1032421.4000000014	4	0	0	0	0	1	0	0	0	4	0	0	0	4	0	0	0	4	3	1	2
